symbol,display_symbol,canonical_symbol,meaning,meaning_len,alt_meaning_count,source_row_count
MAYMUN,Maymun,maymun,"Bir kimsenin rüyada Maymun görmesi, kendisinde her türlü ayıp bulunan bir adama işarettir. Rüyada maymunun yanından savuşup gittiğini görmek, düşman üzerine galip gelmeye delâlet eder. Maymun eti yediğini görmek, yeni bir elbiseye işarettir. Rüyada maymunun kendisini ısırdığını görmek, bir adam ile arada meydana gelecek kavga ve düşmanlığa delâlet eder. Maymun görmek, hastalık ile de tâbir olunur. Maymun, hilekâr, sihirbaz, oynak, güvensiz bir kimseye de delâlet eder. Danyal (a.s) demiştir ki: Rüyada erkek maymun görmek, gaddar, sihirbaz ve müfsid bir adama delâlet eder. Dişi maymun, müfside ve sehhare bir kadın ile tâbir olunur. Rüyada kendisine bir maymunun bir şey verdiğini ve onu yediğini görmek, ehl-i iyali için mal biriktirmeye işarettir. Rüyada maymun etinden yediğini görmek, şiddetli keder ve hastalığa delâlet eder. Hatta hastalık onu ölüm derecesine yaklaştırır. Bir kimsenin rüyada maymunun sırtına bindiğini ve onu dilediği gibi sürdüğünü görmesi, düşmanı kahretmeye işarettir. Rüyada bir maymunu omuzuna aldığını görmek, hırsızlık ile tâbir olunur. Çok kere de rüyada maymun görmek, zulüm ve haddi aşmaya, günaha, Allahü Teâlâ'nın gadabmı icabettiren fenalıklarda bulunmaya delâlet eder. Rüyada bir maymunla kavga ettiğini ve ona galip geldiğini görmek, hastalığa delâlet eder, sonra hastalıktan şifa bulur. Bazı kere de maymun rüyası, nimeti elinden alınmış fakir ve mahrum bir kişiye delâlet eder.",1423,1,2
MAZI,Mazi,mazi,"Rüyada mazı görmek veya ondan yemek, büyüyen ve artan bir mala işarettir.",73,1,2
MAĞARA,Mağara,mağara,"Rüyada mağara görmek, korku ve şiddet halinde bulunan kimse için emniyet ve korunmaya delâlet eder. Mağara rüyası, vazife almaya, yüksek kimselerle dostluğa ve sıkıntılardan kurtulmağa delâlet eder. Rüyada mağara görmek, beş türlü de tâbir edilir: a) İnsanın seyyidi ve imamı, b) Baba, c) Üstad ve hoca, d) Zevce, e) Sığınak... İşsiz kimse için mağara rüyası, vazife almağa, devlet kapısına yaklaşmağa ve sıkıntıdan kurtuluşa delâlet eder. Ibn-i Sîrîn demiştir ki: Rüyada karanlık bir mağaraya girdiğini görmek, rüya sahibinin vefatına delâlet eder. Çünkü mağara onun mezarıdır. Rüyada mağaraya girdiğini ve fakat hemen çıktığını görmek, zor ve çetin bir işten sonra feraha ve selâmete ermeye işarettir. Bazı kere de rüyada mağara görmek, ""Ashab-ı Kehf’ in meşhur kıssasına binaen rüya sahibinin çok ömürlü olduğuna ve hayrının devamlılığına delâlet eder. Yine mağara rüyası, Hicret esnasında Resûl-i Ekrem efendimiz ile Hazret-i Ebu Bekir Sıddık'ın beraber bulundukları mağaraya nisbeten bereket ve nasibe erişmeye delâlet eder.",1029,1,2
MAİYET BÖLÜĞÜ,Mai̇yet Bölüğü,mai̇yet bölüğü,"Rüyada Maiyet bölüğü görmek, kuvvet ve şerefe, hasta için şifaya delâlet eder.",78,1,2
MEARİC,Meari̇c,meari̇c,"Rüyada Sûre-i Mearic'i veya ondan bir âyeti okuduğunu yahut kendi üzerine okunduğunu görmek, ömrünün sonunda takva sahibi olmaya, çok oruca, her işinde galibiyete delâlet eder. Ibn-i Sîrîn demiştir ki: O kimse Allah rızası için hayır ve hasenatta bulunur. Cafer-i Sâdık hazretlerine göre ise, korku ve helâktan emin ve mahfuz olur.",331,1,2
MECLİS,Mecli̇s,mecli̇s,"Rüyada Allah Teâlâ'nın zikredildiği bir meclis görmek ve o mecliste bulunmak, af ve mağfirete nailiyete delâlet eder. Rüyada hafızların toplanıp Kur'ân okudukları bir meclisi görmek ve o mecliste bulunmak, ilme, fazilete ve fazlaca yüksekliğe delâlet eder. Nablusî demiştir ki: Rüyada vaaz meclisinde takva ile ilgili söz söyleyen ve sözünde de doğru olan kimse, üzüntüden kurtulur ve hastalığı şifa bulur. Veya borçtan halâs olur ya da zâlim kimselere galip gelir. Rüyada alim ve fazıl kişilerin toplandığı meclisi görmek ve onların üstünde bir yere oturmak, kendisi o makama ehilse, ilim, fazilet, rütbe ve makama ve fazlaca yüceliğe delâlet eder. Yine rüyada meclis görmek, rütbeye, binilen hayvana, ahşaptan yapılan ve üstünde oturulan sedire delâlet eder. Meclis rüyası, zevceye, çocuklara ve kendisinin sırrına vakıf hizmetçiye delâlet eder. Rüyada bir cemaate öğüt ve nasihat ettiğini görmek, din yolunda hizmete işarettir. Yine rüyada insanlara vaaz ettiğini ancak vaazını tamamlayamadığını görmek, işlerde müşkülata uğramaya, üzüntü ve kedere delâlet eder. Rüyada kürsü üzerinden halka vaaz ettiğini gömlek, halkın riyaset ve siyasetine nail olmağa işarettir. Rüyada bir mecliste ve kürsü üstünde büyük bir alimin vaaz ettiğini ve insanlara öğütler verdiğini görmek, hayır ve menfaate, ilim ve hikmete delâlet eder. Kendisi o işe ehil olmadığı halde vaaz ettiğini görmek, hüzün ve gama işarettir, Bazı kere de rüyada vaaz edeni veya kendisinin vaaz ettiğini görmek, yahut vaaz ve zikir meclisinde bulunmak, dinde hayır, salâh itikad, hüsn-i hatime, ahiret saadeti, rey ve tedbire delâlet eder. Rüyada hiç tanımadığı bir meclise davet edildiğini ve o mecliste pek çok meyve ve meşrubat bulunduğunu görmek, Allah yolunda cihad etmeye ve şehitlik mertebesine alâmettir.",1775,1,2
MECNUN,Mecnun,mecnun,"Rüyada kendisinin mecnun haline geldiğini görmek, izzet ve zenginliğe ve dünyanın ona yönelmesine delâlet eder. Delilik rüyası, güzel amel işlemeye de işarettir. Kadının deliliği, o senenin ucuzluk ve bolluk içinde geçeceğine delâlet eder. Çocuğun deliliği, babası için zenginliktir.",283,1,2
MECUSI,Mecusi,mecusi,"Rüyada ihtiyar bir mecûsi görmek, düşman ile tâbir olunur. Kendisinin mecûsi olduğunu görmek, büyük bir günaha delâlet eder. Ve o kişi Allah'ın gadabmı icap ettiren yalan yere yemin etmek suretiyle islamı hor ve hakir tutar, böylece ken di felâketini hazırlar. Rüyada ateşe taptığını görmek, sultana hizmet ile tâbir olunur. Çünkü ateş sultandır. Eğer rüyada görülen ateşin dumanı durgun ise, bu kere rüya haram mala delâlet eder.",430,1,2
MECÛSİ MEZARLIĞI,Mecûsi̇ Mezarliği,mecûsi̇ mezarliği,"Rüyada içinde ölü bulunan mecûsi mezarlığı görmek, haram olan hazineye, eğer içinde ölü yoksa, kötü bir eve veya kendisine kötü bir kavmin iltica ettikleri fena bir adama delâlet eder.",184,1,2
MEDRESE,Medrese,medrese,"Bir kimsenin rüyada din tahsili yapılan bir medrese görmesi, alim ve fakihlere ve nizama uymaya delâlet eder. Bazı kere de medrese görmek, hayır ve berekete ve o medresenin banisine delâlet eder. Rüyada medrese görmek, iyiliğe, cezaları infaz etmeye, alım-satıma delâlet eder.",276,1,2
MEDİNE-İ MÜNEVVERE,Medi̇ne-İ Münevvere,medi̇ne-i̇ münevvere,"Rüyada Nebiler Sultanının şehri Medine-i Münevvere'yi görmek, Medine'ye inmek, din ve dünyaca hayır, bereket ve saadete alâmettir. Rüyada kendisini Mescid-i Nebevî'nin kapısında veya Hücre-i saadetin kapısında duruyor görmek, rüya sahibinin tevbe edip af ve mağfirete mazhariyetine delâlet eder. Cafer-i Sâdık hazretleri demiştir ki: Rüyada Medine'yi görmek, yedi veçhe ile tâbir olunur: a) Emn ve eman, b) Rahmet, c) Mağfiret, d) Kurtuluş, e) Güzel geçim ve maişet, f) Cennet, g) Doğru yola sülük. Bir kimsenin rüyada Resûl-i Zîşan efendimizin mübarek kabri ile minberi arasında olduğunu görmesi, cennet ehlinden olmağa delâlet eder. Çünkü Nebiyy-i Ekrem (s.a.s): ""- Minberim ile kabrim arası cennet bahçesidir"" buyurmuşlardır. Rüyada Resûlüllah'ın kabr-i şerifini kendi evi içinde görmek, şefaat-i Resûl-i Zîşana mazhariyete delâlet eder. Rüyada Kainatın Fahrinin mübarek kabrini süpürdüğünü veya yıkadığını görmek, dünya ve ahiret saadetine, mesud ve bahtiyar olmağa delâlet eder. Rüyada Kainatın Efendisinin mübarak kabrinden nur fışkırdığını görmek, izzet ve şerefe, dinde salaha ve şefat-i Nebeviye delâlet eder. Rüyada mübarek kabre karşı arkasını dönüp oturduğunu görmek, Sünnet-i Seniyyeden uzak kalmağa işarettir. Rüyada Şebe-ke-i Cenâb-ı Peygamberi (s.a.s)'ye yapışıp ağladığını görmek, maz-har-ı şefaat olarak ahiret yurdunda mesud ve bahtiyarlık ile şereflenmeye delâlet eder. Rüyada Nebiyy-i Ahir Zamanın sahabilerinden birini o mahalde görmek, onun ahlakı ile ahlâklanmaya delâlet eder. Rüyada Medine-i Münevvere'ye gitmek üzere yola revan olduğunu görmek, Tarık-i Müstakim'e delâlet eder. Yine rüyada Mes-cid-i Nebevi-yi pürnûr görmek, güzel hale, refaha, sürür ve müjdeye alâmettir. Rüyada mescid-i şerifde hutbe dinlemek, Sünnet-i Seniyyeye ittibaa delâlet eder.",1780,1,2
MEKKE-İ MÜKERREME,Mekke-İ Mükerreme,mekke-i̇ mükerreme,"İbn-i Şîrîn hazretleri demiştir ki: Rüyada Mekke'yi görmek, hacca ve o şehri ziyarete delâlet eder. Bir kimsenin rüyada Mekke yolunda gittiğini görmesi, hacca gitmeye, hayır ve hasenata, zühd ve takvaya, din ve dünyaca menfaata işarettir. Rüyada Allah'ın evi Kabe'yi görmek, korkudan emin olmaya, iman ve İslama, dinde salaha, takva ile rızıklanmaya delâlet eder. Rüyada Kabe-i şerifi görmek, hasta için şifa ve afiyete, duanın kabulüne ve güzel akıbete delâlet eder. Cafer-i Sâdık (r.a) demiştir ki: Rüyada Kabe'yi görmek, beş veçhe ile tâbir olunur: a) Halife, b) Büyük imam, c) İman, d) İslâm, e) Müminlere emn ve eman Rüyada yüzünü Hacerü'l-Esved isimli mübarek taşa sürdüğünü görmek veya onu öpmek, ilim ehlinden bir zata intisaba ve o zattan manevi faydalar elde etmeye alâmettir. Bazı kere de rüyada Mekke'yi görmek, tevbe etmeye, korku ve tehlikeden emin olmaya, düşmanlar üzerine galip gelmeye, izzet ve yüceliğe delâlet eder. Rüyada Mekke'yi harap olmuş bir halde görmek, nimetin yok olmasına, sıkıntı ve zarurete, keder ve üzüntüye delâlet eder. Asi ve günahkâr kimsenin rüyada Mekke'yi görmesi, tevbeye, kafirin görmesi, İslâm ile şereflenmeye, bekârın görmesi, evlenmeye delâlet eder. Bir kimsenin rüyada ölülerle beraber Mekke'de olduğunu görmesi, orada ikamet etmeye işarettir. Rüyada Mekke'de mücavir olduğunu görmek, uzun ömre ve çokça ihtiyarlamaya delâlet eder.",1380,1,2
MEKTEP,Mektep,mektep,"Nablusî (rh.a) demiştir ki: Rüyada mektep görmek, zelilliğe, horluğa, hakirliğe, dar geçime, ailenin nafakasının azlığına ve korkuya delâlet eder. Bazı kere de rüyada mektep görmek, yüksek bir makama delâlet eder. Mektep rüyası, çocuklara ve okumaya da işarettir. Çünkü çocuklar tahsilini orada görürler.",304,1,2
MEKTUP,Mektup,mektup,"Cafer-i Sâdık hazretleri demiştir ki: Rüyada mektup görmek, altı vech ile tâbir olunur: a) Velayet, b) Hüccet (yani delil), c) Kuvvet, d) Menfaat, f) Hikmet, g) Riyaset... Rüyada kendisine bir mektup verildiğini görmek, her türlü hayır ve kuvvete nailiyete işarettir. Rüyada bir devlet reisinin kendisine mektup verdiğini veya mektup gönderdiğini görmek, yüksek bir makama delâlet eder. Ve rüya sahibi eğer ehil ise büyük bir memuriyete getirilir. Rüyada insanlara mektuplar verdiğini görmek, halka iyilik etmeye, güzel amele ve rızka delâlet eder. Ebu Saidü'l-vaâz demiştir ki: Rüyada sağ elinde yazılı bir kağıt görmek, o senenin feyz ü bereket içerisinde geçeceğine delâlet eder. Sol elinde yazılı bir kağıt görmek, sonunda pişman olacağı bir işe delâlet eder.",763,1,2
MELEK,Melek,melek,"Bir kimsenin rüyada meleklerle beraber uçtuğunu veya meleklerle beraber gökte olduğunu görmesi, şehidliğe nailiyete ve Yüce Allah'ın inayetiyle kurtuluşa delâlet eder. Rüyada meleklerin gökten yere indiklerini görmek, bâtıl ina-nışlı kimselerin zelil ve hakir olmalarına, Hak üzerinde olanların da zaferine delâlet eder. Rüyada kendisini melek olmuş görmek, beş vech ile tâbir edilir. a) İzzet, b) Şeref, c) Devlet, d) Yücelik, e) Zafer, Rüyada bir meleği insan şeklinde ve iyi giyinmiş görmek, sürür ve hayra, çirkin şekilde ve eski, yırtık giyinmiş görmek, gam ve kedere delâlet eder. Rüyada meleklerin kendisine secde veya rükû ettiklerini ve tevazu gösterdiklerini görmek, bütün maksat ve arzuların meydana gelmesine, dünyada rızık, iyilik ve güzel şöhrete delâlet eder. Bir kimsenin rüyada meleklerin yeryüzüne indiklerini ve hayır ve müjdeli sözler söylediklerini görmesi, şehitliğe ve dünyada sevince erişmeye işarettir. Rüyada meleklerin ev ve dam üstüne indiklerini görmek, çok oldukları takdirde, veba ve taun gibi hastalıklara delâlet eder. Rüyada meleklerin harp sahasına indiklerini görmek, düşman üzerine galibiyete alâmettir. Sıkıntı, üzüntü, keder içerisindeki kimsenin melekleri rüyada görmesi, sıkıntı ve üzüntüden kurtulmaya delâlet eder. Rüyada meleklerin kendisini erkek bir çocukla müjdelediğini görmek, âlim, salih ve muttaki bir çocuğun dünyaya gelmesine delâlet eder ve herkes o çocuğa tâbi olur. Yine rüyada meleklerden bir meleği şehir veya bir köy içinde görmek, o şehir veya köyde alim ve zahid bir zatın öleceğine alâmettir. Yahut orada zulüm ile bir adam öldürülür. Rüyada ruhani melekleri görmek, beş şekilde tâbir olunur: a) Şeref, b) İzzet, c) Bereket, d) Ticaret, İnsanlar arasında şöhrete erişmek. Bir kimsenin rüyada melek suretine dönüştüğünü görmesi, izzet ve şerefe delâlet eder. Nablusî (r.a) demiştir ki: Bir kimsenin meleği, çocuk görmesi, gelecek zamana; delikanlı görmesi, şimdiki zamana, ihtiyar halde görmesi, geçmiş zamana delâlet eder. Rüyada meleklerin kendisi için istiğfar ettiklerini ve mağfiret talebinde bulunduklarını görmek, din ve gidişatın güzelliğine, çok mala, hayır ve berekete delâlet eder. Rüyada meleklerin bir kabristana indiklerini görmek, o kabristana salih bir kimsenin defnedilmesine işarettir. Meleklerin sokakta görülmesi, o mahal halkının ölçü ve tardıda eksiklik yaptıklarına delâlet eder. Bir kimsenin rüyada bir melekle güreştiğini görmesi, üzüntü ve kedere, azizlik ve yücelikten sonra hakir ve zelil olmaya alâmettir. Sıkıntı, üzüntü, meşakkat içindeki kişinin rüyada melek görmesi, sıkıntı ve üzüntüden halas olmaya delâlet eder. Rüyada meleklerin kendisine selâm verdiklerini görmek, Allah Teâlâ'nın, basiret ve anlayış ihsan edeceğine işarettir. Bazı kere melekleri görmek şehitlere, bazı kere de emin ve hayırlı adamlara ve askerin önünde yürüyerek düşmanla cenk eden ve devlet reisi tarafından gönderilen kimselere delâlet eder. Rüyada azap meleklerini görmek, Melikin elçisini veya hakimini görmeye delâlet eder. Yine rüyada meleklerin bir ölüye selam verdiklerini veya bir hüccet ve delil telkin ettiklerini ya da hayırlı bir şey vadettiklerini görmek, azizlik, zenginlik, ferahlık, sevinç ve selim bir kalbe malik olmaya delâlet eder. Ve o kişi muradının incisini elde eder. Rüyada bir ölünün, azap meleklerinin kendi yanma gelmediklerini haber vermesi, rüya sahibinin güzel gidişatına, afiyette oluşuna ve taatının Allah indinde kabul edilişine ve borcu varsa o borçtan kurtuluşuna delâlet eder.",3482,1,2
MELİKİN MUHAFIZI,Meli̇ki̇n Muhafizi,meli̇ki̇n muhafizi,"Rüyada devlet reisinin muhafız ve bekçisini görmek, Yüce Allah'ı zikretmeye, uyanık halde bulunmaya, gönül ve kalp safasma ve geceleri ibadet etmeye delâlet eder.",162,1,2
MEME,Meme,meme,"Bir kimsenin rüyada iki memesinde süt olduğunu görmesi, zenginliğe, uzun ömre ve ihtiyaçtan berî olmaya delâlet eder. Cafer-i Sâdık (r.a) demiştir ki: Rüyada meme görmek, beş vech ile tâbir olunur: a) Küçük evlât, b) Kız evlât, d) Dost ve arkadaş, c) Erkek kardeş, e) Kız kardeş... Rüyada bekâr bir kimsenin iki memesinde süt olup aktığını görmesi, o kimsenin evlenmesine delâlet eder. Bazıları da demişlerdir ki: Rüyada meme görmek, yedi vech ile tâbir olunur: 1- Hazine, 2-Mal, 3- Kız evlat, 4-Maişet, 5-Hayat, 6-Din, 7-Şefkat Rüyada memelerinin büyüdüğünü görmek, malın artmasına, güzel geçime, uzun ömre, çok şefkate, din ve itikadın sağlamlığına delâlet eder. Rüyada iki memesinde süt olduğunu gören erkek, fakir ise zengin olur ve uzun bir ömür sürer. Bekâr bir erkeğin memesinde süt olduğunu görmesi, evlenmek ile tâbir olunur. Rüyada bekâr ve olgun bir kızın memesinde süt olduğunu görmesi, kocaya varmasına delâlet eder. Çünkü onun memesinde süt ancak evlendikten sonra meydana gelir. Rüyalarında memede süt görmek, henüz evlenme çağma gelmemiş kızlar için, ölümlerine işarettir. Rüyada iki memesinin birden düştüğünü görmek, çocuklarının ölümüne delâlet eder. Rüya sahibinin eğer çocuğu yoksa, bu kere rüya, fakirlik ve yoksulluğa işarettir. Rüyada iki memesi olduğu halde üçüncü bir memenin daha meydana geldiğini görmek, doğacak bir kız çocuğuna delâlet eder. Rüyada erkeğin memesi, onun gösterişliliğine, rütbesine, sağlık ve hastalığına delâlet eder. Bazı kere de erkeğin memeleri, kendilerinde olan güzellik ve menfaat ile faydaları dokunmayan, kardeş , arkadaş, evlat ve hanıma delâlet eder. Cabirül Mağribi demiştir ki: Rüyada görülen erkek memesi kadın ile ve kadının memesi kız evlat ile tâbir olunur. Rüyada birçok memeleri olduğunu görmek, üç vech ile tâbir edilir: a) Aile, b) Mal, c) Gam ve keder Rüyada memelerinin kadın memesi gibi olup onlardan süt damlattığını görmek, ailesi üzerine kaim olmaya, aileyi görüp gözetmeye ve kadın hakkında lazım olan şeyleri ifa etmeye alâmettir. Rüyada memesinden akan sütü bir başka adamın emdiğini görmek, hapsedilmeğe delâlet eder ve o kimse zindana düşer. Rüyada kadının memesi üzerindeki kılları koparıp temizlediğini görmesi, üzüntü, keder ve sıkıntıdan halas olmağa delâlet eder.",2246,1,2
MENDİL,Mendi̇l,mendi̇l,"Bir kimsenin rüyada mendil görmesi, arkadaşa, dost ve ahbaba, zevceye veya hizmetçiye delâlet eder. Rüyada görülen mendil süslü püslü ise, o takdirde büyük fazilete ve ince, derin mânâlara işarettir. İnsan için mendil bir ihtiyaçtır. Onunla elini yüzünü kurular, icabında başına sarar, beline bağlar. Bu sebeple mendil rüyası hizmetçi ile tabir edilmiştir. Mendilde görülen çirkinlik veya temizlik, yahut güzellik, yine hizmetçinin çirkin veya güzelliği ile ' tâbir olunur.",473,1,2
MENDİLCİ,Mendi̇lci̇,mendi̇lci̇,"Bir kimsenin rüyada mendilciyi görmesi, alim ve elçi söz ileten adama işarettir. Yine mendilci görmek, ambarlara ve ihtiyaç zamanı için saklanan şeylere vakıf olan bir kimseye delâlet eder.",189,1,2
